scenario,timestep_3,parameter,value,comment
scr1998,ini11,scrProb,0.0,none
scr2000,ini11,scrProb,0.0,none
scr2004,ini11,scrProb,0.0,none
scr2005,ini11,scrProb,0.0,none
scr2006,ini11,scrProb,0.0,none
scr2009,ini11,scrProb,0.0,none
scr2012,ini11,scrProb,0.0,none
scr2016,ini11,scrProb,0.0,none
scr1989,ini12,scrProb,0.02857142857142857,extreme
scr1990,ini12,scrProb,0.9714285714285714,clustering
scr1985,ini12,scrProb,0.0,none
scr1986,ini12,scrProb,0.0,none
scr1988,ini12,scrProb,0.0,none
scr1998,ini12,scrProb,0.0,none
scr1999,ini12,scrProb,0.0,none
scr2000,ini12,scrProb,0.0,none
scr2004,ini12,scrProb,0.0,none
scr2005,ini12,scrProb,0.0,none
scr2006,ini12,scrProb,0.0,none
scr2009,ini12,scrProb,0.0,none
scr2012,ini12,scrProb,0.0,none
scr2016,ini12,scrProb,0.0,none
