timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
30th < 2040,EU < AT < at,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1858386163989968e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < BE < be,none,none,battery < lithiumBattery,none,none,costOprStSize,1.181432947224989e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < BG < bg,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1699341280070408e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < CZ < cz,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1858229586166614e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < DE < de,none,none,battery < lithiumBattery,none,none,costOprStSize,1.186091251334356e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_e,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1814407360543873e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_w,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1812399630462616e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < EE < ee,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1721854476442864e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < ES < es,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1865269505042122e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < FI < fi,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1882338510590873e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < FR < fr,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1861599052119125e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < FR < fr_co,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1821138980476869e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < GR < gr,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1864690773340431e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < HR < hr,none,none,battery < lithiumBattery,none,none,costOprStSize,1.181369974418924e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < HU < hu,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1813225437127137e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IE < ie,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1829977433117088e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_cn,none,none,battery < lithiumBattery,none,none,costOprStSize,1.18167967099203e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_cs,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1816330918710972e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_n,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1810830582010312e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_s,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1819148000132259e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_sar,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1821640625917495e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT < it_sic,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1820431322938639e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < LT < lt,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1838787874453725e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < LU < lu,none,none,battery < lithiumBattery,none,none,costOprStSize,1.1697389671058333e-5,96hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
